Frame,Frame Time,ymin,ylow,yavg,yhigh,ymax,umin,ulow,uavg,uhigh,umax,vmin,vlow,vavg,vhigh,vmax,vdif,udif,ydif,satmin,satlow,satavg,sathigh,satmax,huemed,hueavg,tout,vrep,brng,vbitdepth,ubitdepth,ybitdepth,psnr mse v,psnr mse u,psnr mse y,psnr psnr v,psnr psnr u,psnr psnr y,psnr mse avg,psnr psnr avg
202,6.706707,4,136,322.74,625,947,424,492,503.782,512,615,475,498,507.221,513,543,3.48564,5.26804,13.3563,0,2,11.0013,23,103,71,86.8611,0.024629,0,0.015278,10,10,10,20.80274,49.05751,3591.299,47.01631,43.29046,24.645,1813.114,27.61326
203,6.740073,4,136,324.036,626,935,425,492,503.889,512,538,474,498,507.323,514,544,3.42591,5.21455,13.7315,0,2,10.9327,23,90,71,87.2945,0.023946,0,0.015275,10,10,10,19.97777,47.79552,3241.804,47.19204,43.40364,25.08965,1637.845,28.05478
204,6.77344,4,136,325.661,628,943,428,493,504.065,512,534,478,498,507.368,514,544,3.51833,5.16479,11.5582,0,2,10.7389,23,88,71,87.857,0.024245,0,0.015232,10,10,10,21.03653,48.52444,3258.082,46.96777,43.33791,25.06789,1646.431,28.03208
205,6.806807,4,135,324.851,627,930,424,492,503.887,512,586,476,498,507.141,513,542,3.49872,5.20247,12.2403,0,2,10.9273,23,92,71,85.323,0.024963,0,0.015258,10,10,10,20.34294,49.81698,3551.481,47.11338,43.22374,24.69342,1793.281,27.66103
206,6.840174,4,135,323.303,625,938,425,493,503.997,512,534,465,498,507.353,514,542,3.43822,5.17511,13.3119,0,2,10.7604,23,90,71,87.1506,0.022214,0,0.015212,10,10,10,20.098,49.32198,3961.826,47.16599,43.26711,24.21856,1998.268,27.19098
207,6.87354,4,136,323.437,625,952,423,492,503.797,512,545,474,498,507.121,513,545,3.4753,5.2329,14.9417,0,2,11.0743,23,92,71,86.692,0.023502,0,0.015252,10,10,10,20.59677,51.81305,3474.527,47.05952,43.05312,24.78856,1755.366,27.75384
208,6.906907,4,136,322.402,623,948,424,493,504,512,542,472,498,507.268,514,540,3.51642,5.22333,12.624,0,2,10.7836,23,91,71,86.4849,0.02328,0,0.015241,10,10,10,20.67205,49.15138,3883.86,47.04368,43.28215,24.30488,1959.386,27.27631
209,6.940274,4,136,324.521,627,947,417,493,503.798,512,552,472,498,507.339,514,553,3.49579,5.1529,13.0586,0,2,10.937,23,103,71,86.0657,0.023248,0,0.015289,10,10,10,21.22341,50.89829,3904.419,46.92936,43.13048,24.28195,1970.24,27.25232
210,6.97364,4,136,323.663,625,939,422,492,503.528,512,613,474,498,507.465,514,540,3.47049,5.21673,12.7497,0,2,11.0526,23,102,71,86.3214,0.024411,0,0.015284,10,10,10,20.10088,50.94041,2838.909,47.16536,43.12689,25.666,1437.215,28.6223
211,7.007007,4,134,322.288,624,936,428,492,503.917,512,552,478,498,507.62,514,544,3.45074,5.19818,12.9515,0,2,10.6925,22,89,72,87.6544,0.024874,0,0.015272,10,10,10,19.26055,48.86709,3089.385,47.35083,43.30735,25.29879,1561.724,28.26147
212,7.040374,4,135,322.224,623,931,421,492,503.763,512,536,476,499,507.774,514,541,3.40548,5.23667,12.0598,0,2,10.7324,22,94,74,88.0074,0.023428,0,0.015278,10,10,10,20.45773,51.29832,2876.781,47.08894,43.09648,25.60844,1456.33,28.56492
213,7.07374,4,135,322.289,623,932,422,492,503.822,512,567,475,499,507.927,514,551,3.45746,5.26665,12.5488,0,2,10.5969,22,93,74,88.7042,0.0228,0,0.015278,10,10,10,20.26426,49.95834,3933.891,47.13021,43.21143,24.24929,1984.501,27.221
214,7.107107,4,135,323.593,626,930,422,493,504.052,512,538,478,499,507.834,514,546,3.428,5.12807,14.2289,0,2,10.4423,22,94,73,89.0346,0.024071,0,0.015326,10,10,10,20.23503,50.14578,4004.743,47.13648,43.19517,24.17177,2019.967,27.14407
215,7.140474,4,136,323.867,626,938,425,493,504.055,512,624,446,499,507.908,514,545,3.40764,5.13744,10.2604,0,2,10.4117,22,130,74,88.903,0.02442,0,0.015269,10,10,10,19.41447,50.25719,3649.791,47.31626,43.18553,24.57483,1842.313,27.54388
216,7.173841,4,135,323.047,625,932,424,494,504.192,512,532,478,500,507.994,514,543,3.3499,5.0709,11.5979,0,2,10.2494,21,91,74,89.2825,0.024757,0,0.015295,10,10,10,19.14483,47.27394,3093.322,47.377,43.45129,25.29326,1563.266,28.25719
217,7.207207,4,135,322.949,624,931,424,492,503.686,512,559,478,500,507.824,514,544,3.32536,5.09024,11.0247,0,2,10.6919,22,93,72,87.5352,0.023297,0,0.015232,10,10,10,19.39875,50.98443,3381.412,47.31978,43.12314,24.90653,1708.302,27.87187
218,7.240574,4,135,323.13,625,924,422,492,503.612,512,548,478,500,507.866,514,542,3.36316,5.18252,12.376,0,2,10.7269,22,94,72,87.3117,0.022194,0,0.015204,10,10,10,19.22972,52.00134,3990.69,47.35778,43.03737,24.18703,2013.153,27.15875
219,7.273941,4,136,322.581,625,941,424,492,503.334,512,580,478,499,507.801,514,539,3.4282,5.28911,13.7563,0,2,10.9922,23,92,74,85.9788,0.023348,0,0.015204,10,10,10,19.54159,51.58283,3675.324,47.28791,43.07246,24.54456,1855.443,27.51304
220,7.307307,4,135,322.206,624,939,423,492,503.253,512,557,478,499,507.856,514,545,3.5089,5.36097,11.1059,0,2,11.0058,23,92,72,85.7383,0.024654,0,0.015272,10,10,10,20.97994,53.50417,3700.441,46.97947,42.91364,24.51498,1868.841,27.48179
221,7.340674,4,135,321.261,622,932,422,492,503.123,512,553,429,500,507.814,514,541,3.39277,5.2535,12.1171,0,2,11.0567,23,93,71,84.104,0.023968,0,0.015312,10,10,10,19.74033,51.03737,3242.146,47.24397,43.11863,25.08919,1638.767,28.05234
222,7.374041,4,135,321.688,622,946,424,492,503.001,512,583,449,499,507.913,514,540,3.38828,5.22905,14.8722,0,2,11.1791,23,92,74,85.645,0.023391,0,0.015292,10,10,10,19.10821,51.74345,2524.066,47.38532,43.05896,26.1765,1279.746,29.12627
223,7.407407,4,135,322.574,624,933,423,491,502.928,512,590,417,499,507.867,514,546,3.44887,5.29969,11.5572,0,2,11.2688,23,120,74,85.8803,0.023571,0,0.015326,10,10,10,20.55197,54.10959,3599.179,47.06898,42.86477,24.63548,1818.255,27.60097
224,7.440774,4,135,323.457,626,944,422,491,502.901,512,529,472,500,507.985,514,545,3.42274,5.31874,10.9799,0,2,11.2439,23,94,74,85.7463,0.024751,0,0.015306,10,10,10,19.19215,52.84523,3245.272,47.36628,42.96745,25.085,1640.645,28.04737
225,7.474141,4,135,323.13,625,939,422,492,503.304,512,608,479,500,507.89,514,556,3.40398,5.31151,12.4377,0,2,10.9484,22,105,73,86.5824,0.025103,0,0.015252,10,10,10,19.78533,51.34737,3303.365,47.23408,43.09233,25.00795,1669.466,27.97174
226,7.507508,4,136,322.346,623,928,422,492,503.233,512,534,478,499,507.882,514,544,3.43753,5.3063,13.3631,0,2,11.019,23,94,74,86.6128,0.02432,0,0.015281,10,10,10,20.13601,53.06084,3524.094,47.15778,42.94977,24.72704,1780.346,27.69247
227,7.540874,4,135,320.092,620,937,422,492,503.93,512,540,479,500,507.944,514,544,3.43359,5.30299,12.2635,0,2,10.4501,22,94,74,89.5985,0.02406,0,0.015346,10,10,10,19.85362,50.2012,3416.551,47.21912,43.19037,24.86163,1725.789,27.82764
228,7.574241,4,135,319.186,619,928,422,492,503.613,512,534,478,500,507.958,514,550,3.41221,5.21776,15.1378,0,2,10.6626,22,93,74,87.9519,0.018181,0,0.015289,10,10,10,19.3095,51.41684,3991.275,47.3398,43.08646,24.1864,2013.319,27.15839
229,7.607608,4,135,319.471,619,934,422,492,503.502,512,606,474,499,507.769,514,543,3.40079,5.2539,17.7861,0,2,10.8206,22,94,71,85.5686,0.018176,0,0.015292,10,10,10,20.32989,53.31561,4168.358,47.11616,42.92897,23.99786,2102.59,26.96997
230,7.640974,4,135,320.317,621,940,420,492,503.552,512,554,447,499,507.64,514,542,3.3915,5.24939,14.4349,0,2,10.8234,22,95,71,85.2866,0.023774,0,0.015289,10,10,10,19.70759,48.87222,2712.544,47.25118,43.30689,25.86375,1373.417,28.81949
231,7.674341,4,135,321.015,621,938,421,492,503.516,512,528,478,499,507.684,514,549,3.47838,5.29363,12.3879,0,2,10.86,22,94,71,85.6884,0.024714,0,0.015281,10,10,10,20.36404,50.52665,3011.964,47.10888,43.16231,25.40902,1523.705,28.36851
232,7.707708,4,135,318.795,617,936,424,492,503.729,512,536,440,499,507.754,514,542,3.44998,5.22755,15.0343,0,2,10.6832,22,110,72,88.0099,0.024048,0,0.015289,10,10,10,20.98194,53.60634,3603.275,46.97906,42.90535,24.63054,1820.284,27.59612
233,7.741074,4,134,320.344,622,939,420,492,503.437,512,547,476,499,507.682,514,543,3.38012,5.21662,12.5788,0,2,10.9507,23,95,72,86.5146,0.022917,0,0.015346,10,10,10,20.42066,52.34515,3978.48,47.09682,43.00875,24.20034,2007.431,27.17111
234,7.774441,4,134,319.834,622,932,423,492,503.77,512,563,476,499,507.797,514,542,3.4299,5.19123,10.9509,0,2,10.6833,22,92,73,87.8483,0.02378,0,0.015381,10,10,10,19.57493,49.25159,3492.488,47.28051,43.27331,24.76617,1763.45,27.73388
235,7.807808,4,133,319.092,620,925,424,492,503.717,512,608,402,499,507.755,514,541,3.37249,5.17011,12.2174,0,2,10.6928,22,146,71,85.8982,0.023623,0,0.015321,10,10,10,19.89733,51.86799,2382.855,47.20956,43.04852,26.42654,1209.369,29.37193
236,7.841175,4,133,317.91,619,926,423,492,503.783,512,528,477,498,507.732,514,550,3.39492,5.1495,13.7697,0,2,10.692,22,93,71,86.7423,0.022957,0,0.015306,10,10,10,20.30135,49.48671,2588.106,47.12227,43.25263,26.06769,1311.5,29.01983
237,7.874541,4,134,318.284,618,927,423,492,503.748,512,533,478,499,507.954,514,543,3.51344,5.25942,13.3817,0,2,10.6223,22,93,74,88.0329,0.023411,0,0.015278,10,10,10,20.70773,53.27591,3812.41,47.03619,42.93221,24.38552,1924.701,27.35388
238,7.907908,4,134,319.165,620,943,423,493,503.846,512,553,478,499,507.815,514,543,3.42557,5.2312,11.786,0,2,10.4939,22,93,71,86.8709,0.024243,0,0.015329,10,10,10,20.02066,49.33582,3875.92,47.18273,43.26589,24.31377,1955.299,27.28538
239,7.941275,4,133,318.144,619,948,423,492,503.88,512,543,474,498,507.588,514,541,3.39895,5.07932,10.4263,0,2,10.6789,22,93,71,86.9643,0.024886,0,0.015381,10,10,10,20.04763,50.53804,3508.169,47.17688,43.16133,24.74671,1771.731,27.71354
240,7.974641,4,133,318.784,620,939,422,492,503.808,512,535,476,499,507.795,514,550,3.4298,5.15772,11.6192,0,2,10.6275,22,94,73,87.4386,0.024191,0,0.015303,10,10,10,19.97148,50.53528,3052.619,47.19341,43.16157,25.35079,1543.936,28.31122
241,8.008008,4,133,318.645,619,922,428,492,503.649,512,529,477,498,507.513,514,544,3.48853,5.27543,12.829,0,2,10.8357,22,88,71,85.4362,0.02424,0,0.015235,10,10,10,19.78505,48.17084,2411.584,47.23414,43.36967,26.37449,1222.781,29.32403
242,8.041375,4,133,317.98,618,927,422,492,503.75,512,536,474,499,507.713,514,542,3.52577,5.31609,13.312,0,2,10.7184,22,94,72,87.1156,0.022076,0,0.015295,10,10,10,20.09736,51.36047,4067.302,47.16612,43.09122,24.10445,2051.516,27.07676
243,8.074741,4,135,318.893,619,940,424,492,503.565,512,533,478,499,507.806,514,543,3.48616,5.24482,14.8669,0,2,10.8161,23,92,72,86.22,0.020622,0,0.015249,10,10,10,20.82758,53.55087,4132.303,47.01112,42.90985,24.03559,2084.746,27.00698
244,8.108108,4,134,318.579,620,930,422,492,503.337,512,536,478,499,507.706,514,539,3.39207,5.19158,15.2206,0,2,10.981,23,94,71,85.8689,0.021705,0,0.015303,10,10,10,20.39498,51.94059,3989.271,47.10228,43.04244,24.18858,2012.719,27.15968
245,8.141475,4,134,319.79,622,934,422,492,503.303,512,627,478,499,507.714,514,542,3.4349,5.24564,10.8302,0,2,11.0211,23,115,71,85.7668,0.023731,0,0.015275,10,10,10,19.86535,52.5753,3563.297,47.21655,42.9897,24.67899,1799.759,27.64537
246,8.174842,4,134,319.982,621,937,428,492,503.563,512,581,397,498,507.711,514,542,3.42116,5.27811,16.3071,0,2,10.8507,23,133,72,87.0837,0.022902,0,0.015358,10,10,10,20.56892,50.8444,2121.476,47.0654,43.13508,26.93113,1078.591,29.86894
247,8.208208,4,134,319.305,621,928,428,492,503.363,512,533,477,499,507.828,514,546,3.48727,5.38029,13.1326,0,2,10.9652,23,88,74,87.4898,0.024071,0,0.015332,10,10,10,20.24967,54.16981,2914.042,47.13334,42.85994,25.55256,1475.626,28.50775
248,8.241575,4,133,318.936,620,935,424,492,503.685,512,536,470,499,507.857,514,538,3.46254,5.30804,10.5835,0,2,10.6943,22,91,73,87.8672,0.023171,0,0.015364,10,10,10,20.14162,51.89891,3619.943,47.15657,43.04593,24.6105,1827.982,27.57779
249,8.274942,4,134,319.514,621,937,422,492,503.74,512,534,474,499,507.909,514,540,3.3551,5.15036,10.9003,0,2,10.5969,22,93,74,88.0893,0.024263,0,0.015346,10,10,10,19.42506,50.84988,3471.941,47.31389,43.13461,24.79179,1753.539,27.75836
250,8.308308,4,133,318.702,620,935,422,492,503.675,512,534,476,499,507.862,514,541,3.42899,5.32909,11.0121,0,2,10.7066,23,93,74,88.061,0.02412,0,0.015355,10,10,10,19.6283,53.49951,3867.807,47.26868,42.91401,24.32287,1952.185,27.2923
251,8.341675,4,133,319.339,621,932,423,492,503.831,512,534,479,499,507.907,514,548,3.49242,5.27084,11.0068,0,2,10.5271,22,93,74,88.5921,0.023677,0,0.015343,10,10,10,19.97564,52.61184,3892.824,47.19251,42.98668,24.29487,1964.559,27.26486
252,8.375042,4,133,317.969,619,933,423,492,503.57,512,552,478,499,507.874,514,541,3.40273,5.21184,11.6174,0,2,10.7588,22,91,74,87.0396,0.022371,0,0.015275,10,10,10,19.78951,52.71341,3584.562,47.23316,42.9783,24.65315,1810.407,27.61975
253,8.408408,4,134,319.4,619,925,424,492,503.885,512,547,468,499,507.707,514,537,3.38764,5.14795,18.7276,0,2,10.5969,22,91,71,87.8104,0.013803,0,0.015301,10,10,10,21.12393,50.99403,4807.263,46.94977,43.12232,23.37853,2421.661,26.35638
254,8.441775,4,134,320.084,622,927,422,492,503.74,512,550,470,499,507.779,514,537,3.3617,5.09787,17.424,0,2,10.6518,22,93,72,86.7841,0.022985,0,0.015258,10,10,10,19.5347,49.27433,2592.644,47.28944,43.27131,26.06008,1313.524,29.01313
255,8.475142,4,134,319.58,620,944,422,492,503.817,512,566,476,499,507.772,514,535,3.42255,5.19815,16.1859,0,2,10.6354,22,93,73,87.4164,0.023337,0,0.015284,10,10,10,19.73281,50.3449,2501.671,47.24563,43.17796,26.21521,1268.355,29.1651
256,8.508509,4,135,319.445,619,937,422,492,503.767,512,561,478,499,507.71,514,568,3.43877,5.2561,19.5433,0,2,10.6483,22,94,71,87.0975,0.022994,0,0.015338,10,10,10,20.45926,51.51093,3166.962,47.08862,43.07852,25.19108,1601.474,28.15232
257,8.541875,4,135,320.538,622,939,422,492,503.555,512,552,464,499,507.869,514,536,3.41511,5.18262,12.3368,0,2,10.7755,22,94,74,87.2191,0.022079,0,0.015329,10,10,10,20.56063,52.42594,3691.014,47.06715,43.00205,24.52605,1863.754,27.49363
258,8.575242,4,134,319.665,620,928,424,493,504.012,512,612,477,499,507.695,514,533,3.40638,5.17742,14.2019,0,2,10.4765,22,100,71,87.7346,0.021545,0,0.015284,10,10,10,19.64774,52.60014,3756.009,47.26439,42.98764,24.45025,1896.067,27.41898
259,8.608609,4,134,319.028,621,925,428,492,503.72,512,536,478,499,507.811,514,533,3.42863,5.17015,12.3309,0,2,10.6244,22,89,73,87.1488,0.023863,0,0.015303,10,10,10,20.60881,50.41461,2739.126,47.05698,43.17195,25.82139,1387.319,28.77575
260,8.641975,4,134,318.974,620,940,422,492,503.848,512,536,478,498,507.72,514,532,3.47506,5.3113,13.0719,0,2,10.6136,22,94,73,88.1342,0.023748,0,0.015281,10,10,10,19.90097,50.73113,2347.738,47.20877,43.14477,26.49102,1191.527,29.43647
261,8.675342,4,134,318.237,617,942,423,492,503.397,512,628,467,499,507.965,514,534,3.44546,5.25122,15.4248,0,2,10.8904,23,124,75,88.2088,0.023743,0,0.015332,10,10,10,19.3223,51.35156,3364.387,47.33693,43.09198,24.92845,1699.862,27.89338
262,8.708709,4,134,318.746,618,932,422,492,503.279,512,533,457,500,508.135,514,536,3.46539,5.39565,10.6313,0,2,10.8687,23,94,75,88.7509,0.023342,0,0.015321,10,10,10,20.43837,53.99345,3923.177,47.09305,42.8741,24.26113,1980.197,27.23043
263,8.742075,4,134,319.23,620,937,424,492,503.466,512,538,480,500,508.048,514,535,3.44094,5.3678,12.9859,0,2,10.6896,22,91,74,87.3227,0.022694,0,0.015301,10,10,10,19.51152,52.24772,3975.774,47.2946,43.01684,24.2033,2005.827,27.17458
264,8.775442,4,133,318.675,620,934,425,492,503.283,512,532,478,500,508.138,514,536,3.36602,5.37622,11.0849,0,2,10.8222,22,92,75,87.9442,0.02382,0,0.015343,10,10,10,19.47597,52.22298,3571.12,47.30252,43.0189,24.66947,1803.485,27.63639
265,8.808809,4,133,319.355,621,926,424,491,503.076,512,533,474,500,508.042,514,535,3.46,5.41566,10.971,0,2,10.9805,23,92,74,86.7045,0.022937,0,0.015309,10,10,10,19.11861,52.17356,3415.636,47.38295,43.02301,24.8628,1725.641,27.82801
266,8.842176,4,134,319.347,621,935,422,491,502.902,512,526,478,500,508.186,514,537,3.31737,5.30353,11.4738,0,2,11.0511,23,94,75,86.3742,0.02288,0,0.015266,10,10,10,18.56574,52.61778,3663.004,47.51039,42.98619,24.55914,1849.298,27.52744
267,8.875542,4,134,318.885,620,935,424,490,502.795,512,571,474,500,508.06,514,538,3.368,5.36413,12.0298,0,2,11.1854,23,92,74,84.8867,0.022048,0,0.015309,10,10,10,19.52259,53.30882,3915.852,47.29214,42.92952,24.26925,1976.134,27.23935
268,8.908909,4,133,318.351,620,941,420,491,502.61,512,534,478,500,508.013,514,540,3.3682,5.31335,11.4567,0,2,11.3577,23,95,74,85.2609,0.02376,0,0.015378,10,10,10,19.17438,52.13118,3829.584,47.3703,43.02654,24.366,1932.619,27.33605
269,8.942276,4,133,318.257,619,928,421,490,502.735,512,527,459,500,508.158,514,540,3.41732,5.4685,11.4243,0,2,11.2514,23,94,75,87.2339,0.023877,0,0.015383,10,10,10,19.72751,53.46292,3355.625,47.24679,42.91699,24.93978,1696.11,27.90297
270,8.975642,4,133,318.93,620,924,424,491,502.657,512,562,479,500,508.219,514,538,3.39135,5.38426,11.5446,0,2,11.2559,23,92,75,86.527,0.023374,0,0.015329,10,10,10,19.13557,52.6019,2974.081,47.3791,42.9875,25.46399,1504.975,28.42222
271,9.009009,4,133,319.209,620,926,328,491,502.683,512,528,470,500,508.274,514,538,3.35975,5.38737,9.98788,0,2,11.2567,23,187,75,86.7789,0.024717,0,0.015284,10,10,10,19.58406,57.18545,3262.833,47.27848,42.62466,25.06156,1650.609,28.02107
272,9.042376,4,133,319.237,621,919,422,491,502.785,512,534,474,500,508.25,514,577,3.40694,5.46684,9.8349,0,2,11.197,23,93,75,88.0207,0.0239,0,0.015309,10,10,10,18.93139,53.88907,3246.462,47.42569,42.88251,25.08341,1641.436,28.04527
273,9.075742,4,133,319.053,621,933,420,491,502.807,512,582,430,500,508.175,514,543,3.39934,5.44624,10.4698,0,2,11.1964,23,107,75,86.2283,0.024606,0,0.015286,10,10,10,19.61949,54.77633,3535.5,47.27063,42.81158,24.71301,1786.349,27.67785
274,9.109109,4,134,318.544,620,939,423,492,503.306,512,542,478,500,508.3,514,540,3.35774,5.29817,10.3933,0,2,10.7477,22,92,75,88.4335,0.024251,0,0.015229,10,10,10,19.23227,52.79335,3415.041,47.35721,42.97172,24.86355,1725.527,27.8283
275,9.142476,4,134,318.389,618,941,420,492,503.453,512,534,480,500,508.151,514,542,3.32795,5.20223,13.3306,0,2,10.6816,22,95,74,87.7905,0.025017,0,0.015286,10,10,10,18.93061,53.14847,3340.736,47.42587,42.9426,24.95909,1688.388,27.92279
276,9.175843,4,133,318.473,620,938,423,492,503.517,512,533,475,500,508.157,514,539,3.35574,5.18351,10.2656,0,2,10.6575,22,94,75,89.4182,0.024388,0,0.015266,10,10,10,19.84042,52.86421,3476.448,47.222,42.9659,24.78616,1756.4,27.75128
277,9.209209,4,133,319.302,621,932,423,492,503.666,512,527,476,500,508.134,514,548,3.3724,5.24849,11.6679,0,2,10.5575,22,93,75,88.9717,0.024263,0,0.015212,10,10,10,20.55909,51.52342,3761.09,47.06747,43.07747,24.44437,1898.566,27.41326
278,9.242576,4,133,318.475,620,933,413,492,503.375,512,538,464,500,508.11,514,540,3.43095,5.33157,10.6626,0,2,10.757,22,110,74,87.594,0.02422,0,0.015249,10,10,10,19.44467,54.60935,3382.176,47.30951,42.82484,24.90555,1709.601,27.86857
279,9.275943,4,133,316.998,617,937,423,492,503.547,512,540,474,499,508.035,514,591,3.42747,5.29256,11.1083,0,2,10.7204,22,92,74,88.8,0.021919,0,0.015238,10,10,10,21.02044,53.32528,3915.145,46.9711,42.92818,24.27004,1976.159,27.23929
280,9.309309,4,133,317.868,617,941,423,492,503.301,512,532,448,500,508.265,514,538,3.42025,5.22234,13.0248,0,2,10.7651,22,94,75,87.9538,0.022539,0,0.015306,10,10,10,19.97982,53.21236,3991.953,47.1916,42.93739,24.18566,2014.275,27.15633
281,9.342676,4,134,319.529,620,937,401,492,503.112,512,533,461,500,508.273,514,541,3.37384,5.35109,11.1835,0,2,10.934,22,122,75,87.351,0.022811,0,0.015246,10,10,10,20.45741,56.33591,3924.917,47.08901,42.68966,24.25921,1981.656,27.22723
282,9.376043,4,134,319.868,621,936,423,491,503.103,512,536,452,500,508.373,514,540,3.37255,5.39831,10.5153,0,2,10.8728,22,92,75,87.8658,0.024003,0,0.015261,10,10,10,19.51492,53.47042,3549.62,47.29385,42.91638,24.69569,1793.056,27.66157
283,9.409409,4,133,318.696,619,915,428,492,503.284,512,532,480,500,508.2,514,540,3.38757,5.40002,13.2638,0,2,10.7773,23,89,75,87.7587,0.024503,0,0.015298,10,10,10,19.11532,53.16721,2394.584,47.3837,42.94107,26.40521,1215.363,29.35045
284,9.442776,4,133,318.338,618,927,422,491,503.032,512,532,478,500,508.243,514,574,3.35334,5.31814,14.4659,0,2,10.9462,23,95,75,86.7317,0.023594,0,0.015343,10,10,10,19.40569,53.65394,2311.735,47.31822,42.9015,26.55813,1174.133,29.50034
285,9.476143,4,134,319.408,619,944,424,491,502.847,512,537,435,500,508.394,514,539,3.38883,5.39177,13.114,0,2,11.0372,23,91,75,88.2339,0.022282,0,0.015346,10,10,10,19.66966,52.72788,3876.162,47.25954,42.97711,24.31349,1956.18,27.28342
286,9.50951,4,135,319.819,620,938,422,491,503.048,512,535,478,500,508.255,514,549,3.43781,5.40564,12.5973,0,2,10.952,23,94,75,87.335,0.023308,0,0.015312,10,10,10,19.76907,52.70321,3897.703,47.23765,42.97914,24.28943,1966.97,27.25954
287,9.542876,4,134,319.913,621,934,422,491,503.023,512,526,474,500,508.184,514,539,3.42233,5.35163,9.99169,0,2,11.0035,23,94,75,87.2807,0.024863,0,0.015324,10,10,10,20.2439,52.99975,3676.955,47.13457,42.95477,24.54263,1856.789,27.50989
288,9.576243,4,135,319.462,620,936,422,491,503.073,512,553,478,500,508.305,514,588,3.41467,5.3403,14.2845,0,2,10.9436,22,93,75,87.9451,0.0237,0,0.015392,10,10,10,19.67648,52.03677,2684.914,47.25804,43.03441,25.90821,1360.385,28.86089
289,9.60961,4,133,319.32,620,924,424,491,502.909,512,558,468,500,508.307,514,541,3.40595,5.35657,12.9805,0,2,11.0964,23,93,75,87.6131,0.02404,0,0.015398,10,10,10,20.35287,53.84697,2691.754,47.11126,42.8859,25.89716,1364.427,28.84801
290,9.642976,4,133,319.839,620,928,425,491,502.863,512,548,471,500,508.213,514,540,3.43399,5.35045,11.4917,0,2,11.1726,23,92,75,86.3639,0.022782,0,0.015406,10,10,10,20.15741,52.63919,3874.725,47.15317,42.98442,24.3151,1955.561,27.2848
291,9.676343,4,134,320.398,622,933,420,490,502.303,512,529,462,500,508.127,514,540,3.43771,5.37868,13.1228,0,2,11.6214,24,95,75,85.8454,0.022288,0,0.015364,10,10,10,20.34257,54.07505,3822.202,47.11345,42.86754,24.37438,1929.706,27.3426
292,9.70971,4,134,318.201,619,937,422,490,502.421,512,529,478,500,508.467,514,550,3.42962,5.48553,12.9981,0,2,11.3695,23,94,75,87.0229,0.023851,0,0.015335,10,10,10,19.3614,56.25917,3454.631,47.32814,42.69558,24.8135,1746.221,27.77652
293,9.743076,4,134,318.896,619,929,421,490,502.49,512,532,478,500,508.242,514,546,3.43072,5.42097,14.4291,0,2,11.4196,23,94,75,86.6315,0.024294,0,0.015364,10,10,10,19.66087,54.7531,3327.891,47.26149,42.81343,24.97582,1682.549,27.93784
294,9.776443,4,134,317.332,617,947,426,491,502.899,512,532,478,500,508.499,514,560,3.38084,5.36313,12.7064,0,2,10.938,23,92,75,87.8304,0.024348,0,0.015375,10,10,10,18.7199,52.81556,2956.393,47.47448,42.96989,25.48989,1496.08,28.44796
295,9.80981,4,134,319.394,619,934,428,491,503.01,512,533,480,500,508.312,514,546,3.37265,5.37362,14.5267,0,2,10.9841,23,88,75,88.473,0.020108,0,0.015326,10,10,10,18.86798,54.32003,4177.632,47.44026,42.84791,23.98821,2107.113,26.96063
296,9.843177,4,134,320.799,622,932,422,492,503.168,512,541,480,500,508.425,514,544,3.34933,5.29424,13.5436,0,2,10.8498,22,94,76,89.6221,0.022022,0,0.015369,10,10,10,19.16094,54.31288,3204.015,47.37334,42.84848,25.14057,1620.376,28.10136
297,9.876543,4,135,320.884,622,934,422,492,503.551,512,533,478,500,508.426,514,544,3.41899,5.31543,10.6363,0,2,10.5456,22,95,75,89.9543,0.023305,0,0.015324,10,10,10,19.76599,52.55282,3208.479,47.23833,42.99155,25.13452,1622.319,28.09615
298,9.90991,4,134,319.852,620,938,423,492,503.359,512,549,470,500,508.247,514,543,3.39255,5.17152,12.6581,0,2,10.6756,22,93,74,87.1943,0.024088,0,0.015295,10,10,10,19.83393,50.27872,3041.87,47.22343,43.18367,25.36611,1538.463,28.32664
299,9.943277,4,135,318.499,615,948,422,492,503.401,512,558,480,500,508.273,514,541,3.39451,5.23094,17.1566,0,2,10.6525,22,93,75,88.2688,0.02368,0,0.015324,10,10,10,19.49801,53.00755,3190.654,47.29761,42.95414,25.15872,1613.453,28.11995
300,9.976643,4,135,319.112,617,945,416,492,503.355,512,529,474,500,508.127,514,556,3.4112,5.2985,17.0737,0,2,10.7988,22,105,74,88.609,0.017921,0,0.015315,10,10,10,19.52728,55.55216,4169.275,47.2911,42.7505,23.99691,2103.408,26.96828
301,10.01001,4,135,320.192,621,926,428,492,503.548,512,539,480,500,508.056,514,542,3.37312,5.29479,18.451,0,2,10.6912,22,89,74,88.1834,0.017352,0,0.015355,10,10,10,20.29192,53.1507,4016.912,47.12428,42.94243,24.15859,2026.817,27.12937
302,10.04338,4,135,320.733,622,930,422,492,503.251,512,534,479,500,508.279,514,543,3.39534,5.33575,14.0538,0,2,10.8138,22,94,75,88.1576,0.021688,0,0.015278,10,10,10,19.51917,56.11424,2371.156,47.2929,42.70678,26.44791,1204.486,29.38949
