,Frame Time,ubitdepth,ymin,ylow,yavg,yhigh,ymax,umin,ulow,uavg,uhigh,umax,vmin,vlow,vavg,vhigh,vmax,satmin,satlow,satavg,sathigh,satmax,huemed,hueavg,ydif,udif,vdif,ybitdepth,vbitdepth
1945,64.865,10.0,4.0,161.0,346.568,764.0,996.0,111.0,431.0,474.976,516.0,881.0,413.0,508.0,534.976,568.0,690.0,0.0,5.0,48.1619,95.0,402.0,123.0,135.364,9.89051,14.4154,10.4893,10.0,10.0
1946,64.898,10.0,4.0,161.0,346.839,765.0,1019.0,41.0,430.0,475.04,516.0,780.0,420.0,509.0,535.332,568.0,721.0,0.0,5.0,48.2127,96.0,475.0,124.0,136.165,8.981,14.2745,10.2795,10.0,10.0
1947,64.932,10.0,4.0,160.0,345.562,765.0,1007.0,111.0,430.0,473.987,515.0,697.0,428.0,508.0,535.427,568.0,783.0,0.0,5.0,49.0015,96.0,404.0,123.0,134.1,10.748,14.2255,10.3327,10.0,10.0
1948,64.965,10.0,4.0,161.0,346.522,766.0,1019.0,138.0,430.0,474.319,515.0,921.0,398.0,508.0,535.496,568.0,691.0,0.0,5.0,48.8013,96.0,414.0,123.0,133.811,10.2043,14.1813,10.508,10.0,10.0
1949,64.998,10.0,4.0,160.0,345.81,765.0,1006.0,111.0,430.0,474.554,516.0,868.0,394.0,509.0,535.349,568.0,683.0,0.0,5.0,48.5082,96.0,401.0,123.0,135.534,8.96091,14.1206,10.2957,10.0,10.0
1950,65.032,10.0,4.0,161.0,345.892,764.0,1006.0,126.0,430.0,474.572,515.0,718.0,421.0,508.0,535.288,567.0,770.0,0.0,5.0,48.4573,96.0,391.0,123.0,134.551,10.0979,14.269,10.3626,10.0,10.0
1951,65.065,10.0,4.0,161.0,346.18,765.0,1019.0,110.0,430.0,474.399,515.0,858.0,424.0,508.0,535.348,568.0,740.0,0.0,5.0,48.5416,96.0,406.0,123.0,134.123,9.04727,14.1445,10.3737,10.0,10.0
1952,65.098,10.0,4.0,161.0,345.709,769.0,1019.0,124.0,430.0,474.536,516.0,746.0,428.0,508.0,535.141,567.0,701.0,0.0,5.0,48.517,96.0,391.0,123.0,135.203,10.204,14.0114,10.3179,10.0,10.0
1953,65.132,10.0,4.0,161.0,345.907,766.0,1014.0,138.0,430.0,474.479,516.0,800.0,400.0,508.0,535.459,568.0,678.0,0.0,5.0,48.7299,96.0,376.0,124.0,135.143,10.1459,14.0859,10.2658,10.0,10.0
1954,65.165,10.0,4.0,161.0,345.136,765.0,1015.0,90.0,430.0,474.017,515.0,664.0,436.0,509.0,535.675,568.0,682.0,0.0,5.0,49.1333,97.0,427.0,123.0,134.325,8.95575,14.1372,10.4033,10.0,10.0
1955,65.198,10.0,4.0,161.0,345.662,764.0,987.0,142.0,430.0,473.611,514.0,823.0,421.0,508.0,535.252,567.0,686.0,0.0,5.0,49.1463,97.0,375.0,123.0,133.002,9.85865,14.1505,10.363,10.0,10.0
1956,65.232,10.0,4.0,160.0,345.955,766.0,1019.0,128.0,429.0,473.738,515.0,768.0,425.0,509.0,535.669,568.0,682.0,0.0,5.0,49.3439,98.0,389.0,123.0,133.737,8.91713,14.2215,10.4479,10.0,10.0
1957,65.265,10.0,4.0,158.0,338.328,750.0,1019.0,132.0,430.0,473.949,515.0,799.0,430.0,508.0,535.375,568.0,680.0,0.0,5.0,49.0218,97.0,381.0,123.0,133.662,12.3064,14.2302,10.4001,10.0,10.0
1958,65.299,10.0,4.0,157.0,328.777,722.0,958.0,144.0,429.0,473.235,514.0,666.0,413.0,508.0,536.074,568.0,671.0,0.0,5.0,49.858,98.0,372.0,123.0,132.949,13.9329,14.1227,10.4959,10.0,10.0
1959,65.332,10.0,4.0,156.0,328.08,722.0,961.0,110.0,428.0,473.174,514.0,795.0,432.0,509.0,535.848,568.0,685.0,0.0,5.0,49.8355,98.0,406.0,123.0,132.999,8.27514,14.1431,10.4132,10.0,10.0
1960,65.365,10.0,4.0,157.0,328.015,721.0,950.0,128.0,428.0,473.122,514.0,832.0,440.0,508.0,535.6,568.0,694.0,0.0,5.0,49.7566,99.0,387.0,123.0,132.643,8.94235,13.9936,10.28,10.0,10.0
1961,65.399,10.0,4.0,156.0,327.511,720.0,962.0,100.0,429.0,473.302,514.0,644.0,420.0,508.0,536.195,568.0,690.0,0.0,5.0,49.8204,98.0,413.0,123.0,132.605,8.11797,14.3646,10.4369,10.0,10.0
1962,65.432,10.0,4.0,156.0,328.415,722.0,953.0,110.0,427.0,472.66,514.0,651.0,428.0,508.0,535.892,568.0,684.0,0.0,5.0,50.2578,99.0,406.0,123.0,132.532,9.20516,14.2088,10.487,10.0,10.0
1963,65.465,10.0,4.0,156.0,327.865,721.0,963.0,124.0,428.0,472.945,513.0,660.0,424.0,508.0,535.724,568.0,691.0,0.0,5.0,49.8969,98.0,392.0,123.0,132.019,8.7598,14.1698,10.3766,10.0,10.0
1964,65.499,10.0,4.0,156.0,327.708,720.0,1019.0,102.0,429.0,473.37,514.0,667.0,434.0,509.0,535.699,568.0,690.0,0.0,5.0,49.5927,97.0,416.0,123.0,133.607,8.24635,14.2641,10.4348,10.0,10.0
1965,65.532,10.0,4.0,156.0,328.592,721.0,963.0,119.0,430.0,474.057,515.0,643.0,438.0,508.0,535.102,568.0,680.0,0.0,5.0,48.8462,96.0,393.0,123.0,133.803,9.1683,14.1826,10.4772,10.0,10.0
1966,65.566,10.0,4.0,156.0,328.701,722.0,963.0,123.0,430.0,474.197,515.0,650.0,422.0,508.0,535.085,567.0,689.0,0.0,5.0,48.7742,96.0,393.0,123.0,133.848,8.31251,14.0485,10.4487,10.0,10.0
1967,65.599,10.0,4.0,156.0,326.945,720.0,970.0,128.0,430.0,473.827,515.0,690.0,412.0,508.0,535.13,567.0,688.0,0.0,5.0,48.9929,97.0,389.0,123.0,133.649,8.91721,14.191,10.312,10.0,10.0
1968,65.632,10.0,4.0,157.0,328.354,721.0,964.0,138.0,430.0,473.758,514.0,652.0,430.0,508.0,535.043,567.0,684.0,0.0,5.0,49.0175,97.0,379.0,122.0,132.876,8.89712,14.1593,10.3762,10.0,10.0
1969,65.666,10.0,4.0,157.0,328.218,721.0,961.0,132.0,430.0,473.831,515.0,712.0,428.0,508.0,535.418,568.0,688.0,0.0,5.0,49.0825,97.0,382.0,123.0,133.682,8.23508,14.1417,10.2472,10.0,10.0
1970,65.699,10.0,4.0,156.0,328.067,721.0,950.0,86.0,429.0,473.347,513.0,927.0,433.0,508.0,535.376,568.0,712.0,0.0,5.0,49.4875,98.0,436.0,122.0,131.732,8.94334,14.1826,10.3637,10.0,10.0
1971,65.732,10.0,4.0,156.0,327.695,721.0,965.0,114.0,430.0,473.404,513.0,902.0,415.0,508.0,535.916,568.0,699.0,0.0,5.0,49.6947,98.0,401.0,123.0,132.233,8.39005,14.2448,10.4508,10.0,10.0
1972,65.766,10.0,4.0,157.0,327.585,720.0,1019.0,110.0,430.0,473.924,514.0,652.0,423.0,508.0,535.335,567.0,678.0,0.0,5.0,48.8317,96.0,405.0,123.0,132.987,8.98366,14.4324,10.427,10.0,10.0
1973,65.799,10.0,4.0,157.0,328.907,721.0,961.0,121.0,430.0,474.043,514.0,644.0,422.0,508.0,535.468,568.0,689.0,0.0,5.0,48.9434,96.0,391.0,123.0,132.848,9.40796,14.1616,10.4775,10.0,10.0
1974,65.832,10.0,4.0,157.0,328.367,721.0,969.0,111.0,430.0,474.104,514.0,667.0,430.0,508.0,535.354,567.0,684.0,0.0,5.0,48.857,97.0,403.0,123.0,133.246,8.48858,14.0834,10.4644,10.0,10.0
1975,65.866,10.0,4.0,157.0,328.345,722.0,941.0,114.0,428.0,473.197,514.0,680.0,406.0,508.0,535.371,568.0,680.0,0.0,5.0,49.5983,98.0,402.0,122.0,132.146,9.57234,14.3355,10.3548,10.0,10.0
1976,65.899,10.0,4.0,157.0,329.297,724.0,965.0,118.0,429.0,473.588,514.0,664.0,430.0,508.0,535.53,568.0,675.0,0.0,5.0,49.4299,98.0,401.0,123.0,133.317,8.6085,14.2447,10.495,10.0,10.0
1977,65.933,10.0,4.0,156.0,328.248,721.0,958.0,123.0,430.0,473.431,514.0,645.0,414.0,508.0,535.431,568.0,689.0,0.0,5.0,49.3898,97.0,389.0,123.0,132.858,9.62322,14.1546,10.6509,10.0,10.0
1978,65.966,10.0,4.0,156.0,327.419,719.0,944.0,97.0,430.0,473.463,514.0,726.0,420.0,508.0,535.709,568.0,680.0,0.0,5.0,49.5077,97.0,418.0,123.0,132.448,9.37905,14.272,10.3981,10.0,10.0
1979,65.999,10.0,4.0,157.0,328.132,720.0,956.0,111.0,428.0,473.239,514.0,660.0,428.0,509.0,536.047,568.0,696.0,0.0,5.0,49.8239,99.0,402.0,123.0,133.58,8.77095,14.2454,10.3786,10.0,10.0
1980,66.033,10.0,4.0,157.0,328.611,721.0,948.0,132.0,428.0,473.02,514.0,655.0,430.0,508.0,535.848,568.0,688.0,0.0,5.0,49.9159,98.0,382.0,123.0,132.765,9.76226,14.1345,10.5168,10.0,10.0
1981,66.066,10.0,4.0,157.0,327.72,717.0,953.0,107.0,429.0,473.452,513.0,739.0,356.0,509.0,536.305,568.0,690.0,0.0,5.0,49.8337,98.0,405.0,123.0,133.207,8.90628,14.2018,10.4519,10.0,10.0
1982,66.099,10.0,4.0,154.0,322.182,703.0,927.0,106.0,427.0,473.115,514.0,661.0,430.0,509.0,536.432,569.0,690.0,0.0,5.0,50.1741,99.0,409.0,123.0,133.896,11.6282,14.2323,10.5061,10.0,10.0
1983,66.133,10.0,4.0,151.0,313.223,681.0,925.0,114.0,426.0,472.259,513.0,667.0,434.0,509.0,536.825,569.0,690.0,0.0,6.0,50.9704,100.0,399.0,123.0,132.303,14.82,14.4016,10.7021,10.0,10.0
1984,66.166,10.0,4.0,151.0,309.46,669.0,898.0,124.0,426.0,471.984,513.0,652.0,428.0,509.0,536.953,569.0,679.0,0.0,6.0,51.2157,100.0,391.0,123.0,132.567,10.3288,14.3957,10.6701,10.0,10.0
1985,66.199,10.0,4.0,151.0,309.537,669.0,883.0,114.0,427.0,472.42,513.0,652.0,413.0,509.0,536.809,569.0,688.0,0.0,5.0,50.833,100.0,399.0,123.0,132.39,9.6089,14.3955,10.5213,10.0,10.0
1986,66.233,10.0,4.0,151.0,309.525,669.0,968.0,96.0,427.0,472.692,513.0,692.0,430.0,509.0,536.731,569.0,696.0,0.0,6.0,50.5619,100.0,421.0,123.0,132.384,8.25954,14.4074,10.5126,10.0,10.0
1987,66.266,10.0,4.0,151.0,307.523,666.0,888.0,110.0,425.0,472.241,513.0,652.0,404.0,509.0,536.047,568.0,684.0,0.0,5.0,50.5495,100.0,406.0,122.0,132.07,9.63424,14.3424,10.5164,10.0,10.0
1988,66.3,10.0,4.0,151.0,309.182,669.0,883.0,106.0,430.0,473.446,514.0,663.0,416.0,509.0,536.263,569.0,661.0,0.0,5.0,49.8186,98.0,411.0,123.0,133.463,9.07541,14.3407,10.5511,10.0,10.0
1989,66.333,10.0,4.0,151.0,308.708,668.0,887.0,104.0,430.0,473.84,514.0,650.0,414.0,509.0,535.938,568.0,675.0,0.0,5.0,49.3248,97.0,409.0,123.0,134.125,7.95068,14.1374,10.4418,10.0,10.0
1990,66.366,10.0,4.0,151.0,308.343,668.0,868.0,72.0,430.0,473.625,514.0,682.0,424.0,508.0,535.731,568.0,676.0,0.0,5.0,49.5061,98.0,444.0,123.0,133.239,8.99425,14.2689,10.4225,10.0,10.0
1991,66.4,10.0,4.0,151.0,307.961,668.0,926.0,106.0,428.0,473.22,514.0,654.0,414.0,508.0,536.002,568.0,786.0,0.0,5.0,49.8076,98.0,409.0,123.0,132.812,8.13369,14.3758,10.5656,10.0,10.0
1992,66.433,10.0,4.0,151.0,307.329,667.0,964.0,90.0,430.0,474.201,515.0,676.0,404.0,508.0,535.436,567.0,800.0,0.0,5.0,48.8636,96.0,424.0,123.0,133.912,8.78061,14.1327,10.358,10.0,10.0
1993,66.466,10.0,4.0,151.0,307.419,666.0,879.0,118.0,430.0,473.761,514.0,805.0,430.0,508.0,535.394,567.0,706.0,0.0,5.0,49.1561,97.0,394.0,123.0,132.839,8.66639,14.1729,10.3982,10.0,10.0
1994,66.5,10.0,4.0,151.0,307.978,667.0,881.0,88.0,430.0,473.683,514.0,686.0,424.0,509.0,535.433,567.0,834.0,0.0,5.0,49.0797,97.0,429.0,123.0,132.771,7.70144,14.0571,10.3665,10.0,10.0
1995,66.533,10.0,4.0,151.0,307.99,668.0,881.0,114.0,429.0,473.338,514.0,700.0,432.0,508.0,535.324,567.0,691.0,0.0,5.0,49.4691,98.0,404.0,122.0,132.916,8.95868,14.1203,10.3153,10.0,10.0
1996,66.567,10.0,4.0,151.0,308.209,669.0,887.0,124.0,430.0,473.806,515.0,678.0,406.0,508.0,535.493,568.0,669.0,0.0,5.0,49.2909,97.0,389.0,123.0,134.354,7.86857,14.146,10.458,10.0,10.0
1997,66.6,10.0,4.0,151.0,308.756,669.0,881.0,122.0,430.0,474.16,515.0,649.0,413.0,508.0,535.14,567.0,692.0,0.0,5.0,48.793,96.0,391.0,123.0,133.692,9.10398,14.2423,10.567,10.0,10.0
1998,66.633,10.0,4.0,151.0,309.944,673.0,901.0,120.0,430.0,473.731,514.0,779.0,422.0,508.0,534.954,568.0,766.0,0.0,5.0,49.0949,97.0,396.0,122.0,132.551,8.70456,14.3176,10.4149,10.0,10.0
1999,66.667,10.0,4.0,152.0,309.775,672.0,881.0,114.0,429.0,473.561,514.0,660.0,424.0,509.0,535.23,566.0,829.0,0.0,5.0,49.2739,97.0,404.0,122.0,133.068,7.77787,14.1901,10.2783,10.0,10.0
2000,66.7,10.0,4.0,151.0,309.813,671.0,903.0,93.0,429.0,473.262,514.0,785.0,422.0,508.0,535.042,567.0,750.0,0.0,5.0,49.4037,97.0,425.0,122.0,131.59,8.569,14.1484,10.2154,10.0,10.0
2001,66.733,10.0,4.0,151.0,310.339,672.0,899.0,64.0,430.0,474.022,514.0,754.0,422.0,508.0,535.333,567.0,760.0,0.0,5.0,48.9542,96.0,449.0,123.0,133.325,7.65349,14.2791,10.5017,10.0,10.0
2002,66.767,10.0,4.0,151.0,310.454,672.0,881.0,62.0,430.0,473.954,515.0,642.0,388.0,508.0,534.794,565.0,813.0,0.0,5.0,48.7535,96.0,453.0,122.0,133.366,8.25607,14.3316,10.3787,10.0,10.0
2003,66.8,10.0,4.0,151.0,310.665,673.0,876.0,106.0,430.0,473.715,514.0,653.0,434.0,508.0,534.979,567.0,785.0,0.0,5.0,49.0733,96.0,410.0,122.0,132.321,8.23027,14.1427,10.3695,10.0,10.0
2004,66.833,10.0,4.0,151.0,310.386,672.0,885.0,124.0,431.0,474.316,515.0,640.0,424.0,508.0,534.712,565.0,823.0,0.0,5.0,48.3929,95.0,396.0,122.0,133.536,7.60577,14.1995,10.3637,10.0,10.0
2005,66.867,10.0,4.0,152.0,311.297,673.0,874.0,113.0,431.0,474.598,514.0,652.0,420.0,508.0,534.578,565.0,782.0,0.0,5.0,48.1269,94.0,402.0,122.0,132.927,8.45415,14.1456,10.2413,10.0,10.0
2006,66.9,10.0,4.0,151.0,311.252,674.0,881.0,102.0,431.0,474.177,514.0,632.0,384.0,508.0,534.952,566.0,679.0,0.0,5.0,48.5524,95.0,416.0,123.0,132.304,7.76232,14.1175,10.3805,10.0,10.0
2007,66.934,10.0,4.0,151.0,310.2,672.0,881.0,88.0,430.0,473.077,513.0,655.0,416.0,508.0,534.5,565.0,746.0,0.0,5.0,49.3184,96.0,428.0,121.0,130.947,9.03516,13.9167,10.1981,10.0,10.0
2008,66.967,10.0,4.0,151.0,310.178,670.0,953.0,104.0,430.0,473.998,514.0,725.0,423.0,508.0,534.904,566.0,776.0,0.0,5.0,48.7359,96.0,412.0,122.0,132.738,8.73402,14.1233,10.364,10.0,10.0
2009,67.0,10.0,4.0,151.0,310.237,671.0,885.0,102.0,431.0,474.565,515.0,667.0,423.0,508.0,534.81,566.0,796.0,0.0,5.0,48.2597,95.0,411.0,123.0,133.475,7.74978,14.0045,10.2755,10.0,10.0
2010,67.034,10.0,4.0,151.0,309.829,670.0,892.0,115.0,431.0,474.702,514.0,677.0,408.0,508.0,534.2,565.0,785.0,0.0,5.0,47.9153,94.0,402.0,122.0,132.673,8.55798,13.9861,10.2965,10.0,10.0
2011,67.067,10.0,4.0,151.0,310.249,670.0,889.0,130.0,431.0,474.547,514.0,680.0,420.0,508.0,534.514,566.0,804.0,0.0,5.0,48.2425,95.0,388.0,122.0,133.006,7.79365,14.0216,10.3629,10.0,10.0
2012,67.1,10.0,4.0,151.0,309.672,672.0,893.0,96.0,430.0,473.98,515.0,909.0,398.0,508.0,534.841,566.0,665.0,0.0,5.0,48.9782,96.0,421.0,122.0,133.589,8.30357,14.046,10.2793,10.0,10.0
2013,67.134,10.0,4.0,151.0,309.079,669.0,877.0,87.0,431.0,474.707,515.0,886.0,405.0,508.0,534.876,566.0,686.0,0.0,5.0,48.3071,95.0,426.0,123.0,133.428,8.18426,13.9836,10.2027,10.0,10.0
2014,67.167,10.0,4.0,147.0,303.008,655.0,859.0,106.0,430.0,474.204,515.0,667.0,413.0,509.0,535.066,567.0,841.0,0.0,5.0,48.7518,96.0,410.0,123.0,133.309,9.67701,14.0935,10.2327,10.0,10.0
2015,67.2,10.0,4.0,148.0,301.695,650.0,851.0,106.0,430.0,473.674,514.0,655.0,398.0,508.0,535.04,568.0,754.0,0.0,5.0,49.1686,97.0,408.0,122.0,132.408,9.23356,14.1603,10.3538,10.0,10.0
2016,67.234,10.0,4.0,148.0,301.846,650.0,853.0,122.0,430.0,473.357,514.0,640.0,398.0,508.0,535.322,568.0,802.0,0.0,5.0,49.4721,98.0,394.0,123.0,132.54,7.69026,14.062,10.4492,10.0,10.0
2017,67.267,10.0,4.0,147.0,299.825,644.0,853.0,114.0,431.0,474.704,515.0,670.0,394.0,508.0,534.51,567.0,822.0,0.0,5.0,48.1793,95.0,399.0,122.0,132.926,8.47507,14.2303,10.3551,10.0,10.0
2018,67.301,10.0,4.0,148.0,301.292,649.0,873.0,86.0,430.0,474.287,514.0,690.0,398.0,508.0,535.103,567.0,684.0,0.0,5.0,48.855,96.0,430.0,123.0,133.292,7.99966,14.4578,10.5673,10.0,10.0
2019,67.334,10.0,4.0,148.0,301.145,649.0,854.0,104.0,430.0,474.284,515.0,656.0,378.0,508.0,535.17,567.0,685.0,0.0,5.0,48.7061,97.0,409.0,123.0,133.714,7.28189,14.4166,10.521,10.0,10.0
2020,67.367,10.0,4.0,148.0,301.843,650.0,861.0,124.0,430.0,473.518,514.0,646.0,350.0,508.0,534.814,568.0,690.0,0.0,5.0,49.3513,97.0,391.0,122.0,132.056,7.89333,14.4532,10.5318,10.0,10.0
2021,67.401,10.0,4.0,148.0,302.145,651.0,843.0,110.0,430.0,474.047,515.0,699.0,402.0,508.0,535.16,568.0,699.0,0.0,5.0,49.0342,97.0,402.0,123.0,133.195,7.2617,14.1733,10.5191,10.0,10.0
2022,67.434,10.0,4.0,147.0,301.509,650.0,850.0,94.0,430.0,473.879,514.0,640.0,388.0,508.0,534.713,566.0,674.0,0.0,5.0,48.7853,96.0,424.0,122.0,131.749,7.98294,14.2441,10.4483,10.0,10.0
2023,67.467,10.0,4.0,147.0,301.588,651.0,854.0,100.0,429.0,473.3,514.0,682.0,408.0,508.0,534.893,567.0,690.0,0.0,5.0,49.4416,98.0,416.0,122.0,132.241,8.38642,14.2305,10.2408,10.0,10.0
2024,67.501,10.0,4.0,147.0,301.606,651.0,868.0,118.0,430.0,473.698,514.0,627.0,374.0,508.0,534.813,567.0,678.0,0.0,5.0,49.1346,97.0,398.0,122.0,132.656,7.29879,14.1864,10.3093,10.0,10.0
2025,67.534,10.0,4.0,147.0,302.132,651.0,868.0,118.0,430.0,474.347,515.0,666.0,388.0,508.0,534.754,567.0,680.0,0.0,5.0,48.5213,96.0,395.0,123.0,133.002,8.11956,14.303,10.3224,10.0,10.0
2026,67.568,10.0,4.0,147.0,302.514,652.0,861.0,90.0,430.0,474.428,514.0,674.0,400.0,508.0,534.692,567.0,690.0,0.0,5.0,48.3935,96.0,424.0,123.0,132.791,7.56628,14.251,10.4452,10.0,10.0
2027,67.601,10.0,4.0,147.0,301.507,652.0,860.0,109.0,430.0,474.586,516.0,691.0,388.0,508.0,534.466,567.0,700.0,0.0,5.0,48.3211,96.0,408.0,123.0,134.158,8.55737,14.0166,10.3705,10.0,10.0
2028,67.634,10.0,4.0,148.0,302.182,653.0,856.0,118.0,431.0,475.113,515.0,665.0,392.0,508.0,534.618,567.0,696.0,0.0,5.0,47.9309,95.0,399.0,123.0,134.374,9.01765,14.2847,10.4937,10.0,10.0
2029,67.668,10.0,4.0,147.0,301.877,652.0,853.0,101.0,431.0,475.288,515.0,667.0,394.0,508.0,534.709,567.0,801.0,0.0,5.0,47.8182,95.0,413.0,123.0,134.687,8.04797,13.9628,10.3704,10.0,10.0
2030,67.701,10.0,4.0,147.0,301.034,649.0,918.0,100.0,432.0,475.248,515.0,695.0,394.0,508.0,534.462,566.0,686.0,0.0,5.0,47.6412,94.0,417.0,123.0,134.257,9.45609,14.0044,10.3151,10.0,10.0
2031,67.734,10.0,4.0,147.0,300.471,649.0,866.0,111.0,431.0,475.067,515.0,679.0,398.0,508.0,534.768,568.0,688.0,0.0,5.0,48.0038,95.0,405.0,123.0,134.059,8.01592,14.1585,10.3633,10.0,10.0
2032,67.768,10.0,4.0,147.0,300.691,648.0,853.0,114.0,431.0,474.871,516.0,681.0,398.0,508.0,534.664,566.0,681.0,0.0,5.0,48.1257,95.0,402.0,123.0,134.737,8.6709,14.1781,10.2817,10.0,10.0
2033,67.801,10.0,4.0,148.0,302.04,649.0,856.0,128.0,431.0,475.191,516.0,655.0,406.0,508.0,534.632,566.0,684.0,0.0,5.0,47.7849,94.0,387.0,123.0,134.959,8.70592,14.0564,10.3101,10.0,10.0
2034,67.834,10.0,4.0,147.0,301.211,648.0,854.0,85.0,431.0,475.112,516.0,675.0,406.0,508.0,534.749,567.0,674.0,0.0,5.0,48.0719,96.0,431.0,123.0,135.726,7.51635,14.2375,10.3959,10.0,10.0
2035,67.868,10.0,4.0,148.0,301.274,648.0,842.0,102.0,430.0,474.565,516.0,680.0,431.0,508.0,534.651,567.0,674.0,0.0,5.0,48.4078,96.0,411.0,123.0,134.514,8.47547,14.3637,10.4543,10.0,10.0
2036,67.901,10.0,4.0,148.0,301.567,648.0,864.0,114.0,430.0,474.64,516.0,688.0,432.0,508.0,535.264,568.0,689.0,0.0,5.0,48.5325,97.0,403.0,123.0,134.704,7.58759,14.1525,10.3355,10.0,10.0
2037,67.935,10.0,4.0,148.0,301.469,648.0,871.0,118.0,431.0,474.93,516.0,710.0,422.0,508.0,534.675,566.0,688.0,0.0,5.0,48.1471,95.0,395.0,123.0,134.888,8.69497,14.2178,10.4119,10.0,10.0
2038,67.968,10.0,4.0,148.0,302.618,650.0,867.0,74.0,431.0,474.925,515.0,660.0,423.0,508.0,534.642,567.0,685.0,0.0,5.0,47.9281,95.0,442.0,123.0,134.277,9.04485,14.1633,10.2395,10.0,10.0
2039,68.001,10.0,4.0,148.0,301.364,648.0,858.0,99.0,430.0,474.626,516.0,645.0,416.0,508.0,534.762,567.0,689.0,0.0,5.0,48.4054,96.0,417.0,123.0,134.838,7.91787,14.2826,10.3586,10.0,10.0
2040,68.035,10.0,4.0,148.0,301.531,648.0,932.0,84.0,430.0,474.72,516.0,649.0,352.0,508.0,534.726,567.0,689.0,0.0,5.0,48.3127,95.0,429.0,123.0,135.224,8.85578,14.3067,10.4806,10.0,10.0
2041,68.068,10.0,4.0,148.0,302.47,649.0,866.0,122.0,431.0,475.189,516.0,675.0,422.0,508.0,534.772,566.0,694.0,0.0,5.0,47.9336,95.0,392.0,123.0,135.289,7.76725,14.3119,10.5044,10.0,10.0
2042,68.101,10.0,4.0,148.0,302.791,649.0,866.0,80.0,430.0,474.36,516.0,710.0,419.0,508.0,535.027,567.0,693.0,0.0,5.0,48.7696,96.0,435.0,123.0,134.667,8.02753,14.1635,10.3191,10.0,10.0
2043,68.135,10.0,4.0,147.0,302.295,651.0,869.0,112.0,430.0,473.78,515.0,685.0,424.0,508.0,534.964,568.0,685.0,0.0,5.0,49.1714,97.0,401.0,122.0,133.128,7.91157,14.1487,10.3791,10.0,10.0
2044,68.168,10.0,4.0,147.0,301.92,650.0,856.0,106.0,430.0,474.066,515.0,720.0,424.0,508.0,535.032,567.0,686.0,0.0,5.0,48.8441,96.0,407.0,123.0,133.39,7.44996,14.0075,10.2632,10.0,10.0
2045,68.201,10.0,4.0,147.0,302.199,649.0,911.0,119.0,430.0,473.605,515.0,680.0,398.0,508.0,535.061,568.0,689.0,0.0,5.0,49.2428,97.0,395.0,122.0,132.704,8.57733,14.1353,10.3145,10.0,10.0
2046,68.235,10.0,4.0,147.0,302.622,649.0,865.0,111.0,429.0,473.271,515.0,689.0,401.0,508.0,535.321,568.0,681.0,0.0,5.0,49.669,98.0,404.0,123.0,133.103,7.71831,14.1697,10.3584,10.0,10.0
2047,68.268,10.0,4.0,147.0,301.629,648.0,868.0,103.0,429.0,473.215,515.0,681.0,399.0,508.0,535.297,568.0,691.0,0.0,5.0,49.6391,97.0,412.0,122.0,133.011,8.99042,14.1774,10.3398,10.0,10.0
2048,68.302,10.0,4.0,147.0,302.405,650.0,857.0,118.0,430.0,473.777,515.0,710.0,410.0,508.0,535.3,568.0,685.0,0.0,5.0,49.264,97.0,397.0,123.0,134.454,8.69448,13.9303,10.2763,10.0,10.0
2049,68.335,10.0,4.0,147.0,302.267,649.0,862.0,118.0,430.0,474.13,515.0,688.0,418.0,508.0,535.351,568.0,705.0,0.0,5.0,49.0081,96.0,396.0,123.0,134.163,7.30686,14.0472,10.3682,10.0,10.0
2050,68.368,10.0,4.0,147.0,302.033,649.0,925.0,128.0,430.0,473.966,515.0,678.0,352.0,508.0,535.104,567.0,696.0,0.0,5.0,49.0126,97.0,388.0,123.0,133.335,8.19827,14.0903,10.2948,10.0,10.0
2051,68.402,10.0,4.0,147.0,301.942,649.0,861.0,104.0,429.0,473.559,514.0,718.0,436.0,508.0,535.411,568.0,676.0,0.0,5.0,49.4497,98.0,409.0,123.0,133.452,7.5083,14.2485,10.3975,10.0,10.0
2052,68.435,10.0,4.0,147.0,301.875,649.0,860.0,122.0,430.0,473.705,515.0,680.0,412.0,508.0,535.215,567.0,681.0,0.0,5.0,49.228,97.0,392.0,123.0,133.848,8.05134,14.0468,10.2614,10.0,10.0
2053,68.468,10.0,4.0,147.0,302.096,649.0,930.0,98.0,430.0,474.018,515.0,718.0,424.0,508.0,535.249,567.0,686.0,0.0,5.0,48.9766,96.0,414.0,123.0,133.674,8.34502,13.9206,10.1563,10.0,10.0
2054,68.502,10.0,4.0,147.0,301.924,649.0,935.0,80.0,430.0,474.152,515.0,680.0,430.0,508.0,535.447,568.0,672.0,0.0,5.0,48.9664,96.0,436.0,123.0,134.097,7.3768,14.07,10.4596,10.0,10.0
2055,68.535,10.0,4.0,146.0,301.544,649.0,857.0,124.0,430.0,474.105,515.0,664.0,416.0,508.0,535.583,568.0,686.0,0.0,5.0,49.1007,97.0,390.0,123.0,134.221,8.13147,14.113,10.3984,10.0,10.0
2056,68.569,10.0,4.0,147.0,302.16,650.0,859.0,110.0,430.0,473.735,515.0,670.0,402.0,508.0,535.737,568.0,680.0,0.0,5.0,49.5094,98.0,405.0,123.0,134.66,7.48776,14.0934,10.4577,10.0,10.0
